"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL443";"SULFAMETHOXAZOLE";"ACETYLSULFAMETHOXAZOLE|Acetylsulfamethoxazole|GANTANOL-DS|Gantanol|NSC-147832|RO 4-2130|RO-4-2130|STX-608|SULFAMETHOXAZOLE|SULFAMETHOXAZOLE SODIUM|SULFAMETHOXAZOLUM|SULPHAMETHOXAZOLE|Sinomin|Suphamethoxazole|UROBAK";"Small molecule";"4.0";"253.28";"189";"1207";"1.37";"98.22";"5";"2";"0";"3";"N";"0.80";"6.16";"1.97";"0.79";"0.00";"2";"MOL";"0";"17";"6";"3";"0";"253.0521";"-2.12";"ACID";"C10H11N3O3S";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1";"JLKIGFTWXXRPMT-UHFFFAOYSA-N"
"CHEMBL1346";"DARIFENACIN";"DARIFENACIN|DARIFENACIN EXTENDED RELEASE|Darifenacin|Enablex|UK-88525";"Small molecule";"4.0";"426.56";"35";"121";"3.96";"55.56";"3";"1";"0";"7";"N";"0.62";"None";"10.11";"4.54";"1.90";"3";"MOL";"0";"32";"4";"2";"0";"426.2307";"-0.56";"BASE";"C28H30N2O2";"NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1";"HXGBXQDTNZMWGS-RUZDIDTESA-N"
"CHEMBL1201320";"ESOMEPRAZOLE";"A02BC05|EMOZUL|ESOMEPRAZOLE|INEXIUM PARANOVA|NEXIUM|NEXIUM CONTROL|NEXIUM I.V.|OMEPRAZOLE S-FORM|OMEPRAZOLE, (S)-|VENTRA";"Small molecule";"4.0";"345.42";"12";"45";"2.90";"83.09";"5";"1";"0";"5";"N";"0.72";"9.68";"4.77";"2.43";"2.43";"3";"MOL";"0";"24";"6";"1";"0";"345.1147";"-0.69";"NEUTRAL";"C17H19N3O3S";"COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1";"SUBDBMMJDZJVOS-DEOSSOPVSA-N"
"CHEMBL227875";"PRETOMANID";"PA 824|PA-824|PA824|PRETOMANID";"Small molecule";"4.0";"359.26";"57";"518";"2.67";"88.65";"7";"0";"0";"5";"N";"0.60";"None";"None";"4.14";"4.14";"2";"MOL";"0";"25";"8";"0";"0";"359.0729";"-0.63";"NEUTRAL";"C14H12F3N3O5";"O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2";"ZLHZLMOSPGACSZ-NSHDSACASA-N"
"CHEMBL809";"SERTRALINE";"SERTRALINE|Sertraline";"Small molecule";"4.0";"306.24";"192";"992";"5.18";"12.03";"1";"1";"1";"2";"N";"0.81";"None";"9.56";"5.15";"3.02";"2";"MOL";"0";"20";"1";"1";"1";"305.0738";"0.12";"BASE";"C17H17Cl2N";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21";"VGKDLMBJGBXTGI-SJCJKPOMSA-N"
"CHEMBL2109152";"MINERAL OIL";"ALPHA KERI|ASHBOURNE EMOLLIENT|AVEENO|Balneol|DERMALO|DOUBLEBASE|E-905D|EMMOLATE|EMULSIDERM|GPPE EMOLLIENT|HEAVY LIQUID PETROLATUM|INS NO.905D|INS-905D|LACRI-LUBE|LIQ PARAF LIGHT|LIQUID PARAFFIN|LIQUID PETROLATUM|LUBRI-TEARS|MINERAL OIL|MINERAL OIL, HEAVY|MINERAL OIL,HEAVY|MINERAL OIL,REFINED|Neo-Cultol|Nujol|OILATUM JNR|PARAFFIN, LIQUID|PARAFFINUM LIQUIDUM|PETROLAGAR|PETROLATUM, LIQUID|RAE'S|ZEROLATUM|ZEROLATUM PLUS";"Small molecule";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1096";"AMLEXANOX";"AA-673|AMLEXANOX|AMOXANOX|APHTHEAL|Aphthasol|CHX 3673|CHX-3673|ELICS|SOLFA";"Small molecule";"4.0";"298.30";"43";"97";"2.75";"106.42";"5";"2";"0";"2";"N";"0.70";"4.31";"1.87";"3.65";"0.69";"3";"MOL";"0";"22";"6";"3";"0";"298.0954";"-0.11";"ACID";"C16H14N2O4";"CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1";"SGRYPYWGNKJSDL-UHFFFAOYSA-N"
"CHEMBL2108546";"PEGASPARGASE";"ASPARAGINASE COMPD WITH POLYETHYLENE GLYCOL|ASPARAGINASE E. COLI COMPD WITH POLYETHYLENE GLYCOL|Oncaspar|PEG-ASPARAGINASE|PEGASPARGASE";"Enzyme";"4.0";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108594";"EPTOTERMIN ALFA";"BMP-7|BONE MORPHOGENETIC PROTEIN 7|EPTOTERMIN ALFA|HBMP7|OPGENRA|OSIGRAFT|OSTEOGENIC PROTEIN 1|RH-POLYPEPTIDE-52";"Protein";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2040682";"CICLESONIDE";"ALVESCO|ALVESCO 160|ALVESCO 80|BI54903|CICLESONIDE|Omnaris|RPR-251526|RPR251526|ZETONNA";"Small molecule";"4.0";"540.70";"11";"38";"4.70";"99.13";"7";"1";"1";"5";"N";"0.50";"None";"None";"5.32";"5.32";"0";"MOL";"0";"39";"7";"1";"1";"540.3087";"1.94";"NEUTRAL";"C32H44O7";"CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C";"LUKZNWIVRBCLON-GXOBDPJESA-N"
"CHEMBL1201626";"CHYMOPAPAIN";"BAX 1526|BAX-1526|CHYMOPAPAIN|Chymodiactin|Discase|NSC-107079";"Unknown";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109038";"IMCIROMAB PENTETATE";"C-4|IMCIROMAB|IMCIROMAB PENTETATE|INDIUM (111IN) IMCIROMAB|INDIUM IN 111 IMCIROMAB PENTETATE|INDIUM IN-111 IMCIROMAB PENTETATE|INDIUM IN-111 MYOSCINT|MYOSCINT INDIUM IN-111|Myoscint";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1481";"GLIMEPIRIDE";"Amaryl|GLIMEPIRIDE|HOE 490|HOE-490|NIDDARYL|NSC-759809";"Small molecule";"4.0";"490.63";"145";"867";"3.07";"124.68";"5";"3";"0";"7";"N";"0.54";"4.32";"None";"3.12";"2.18";"1";"MOL";"0";"34";"9";"3";"0";"490.2250";"-0.88";"ACID";"C24H34N4O5S";"CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O";"WIGIZIANZCJQQY-RUCARUNLSA-N"
"CHEMBL651";"METHADONE";"Amidone|DIAMINON|DL-METHADONE|DOLOPHIN|Dolophine|HEPTADONE|Heptadon|IDS-NM-002|METASEDIN|METHADONE|Methadone|Methadose|PHENADONE|Phy|Physeptone|Symoron|Westadone";"Small molecule";"4.0";"309.45";"28";"131";"4.29";"20.31";"2";"0";"0";"7";"N";"0.76";"None";"9.12";"5.01";"3.29";"2";"MOL";"0";"23";"2";"0";"0";"309.2093";"-0.20";"BASE";"C21H27NO";"CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1";"USSIQXCVUWKGNF-UHFFFAOYSA-N"
"CHEMBL611";"TERAZOSIN";"Hytrin|TERAZOSABB|TERAZOSIN|Terazosin";"Small molecule";"4.0";"387.44";"160";"910";"1.06";"103.04";"8";"1";"0";"4";"N";"0.83";"None";"7.24";"1.18";"0.95";"2";"MOL";"0";"28";"9";"2";"0";"387.1907";"-0.89";"NEUTRAL";"C19H25N5O4";"COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC";"VCKUSRYTPJJLNI-UHFFFAOYSA-N"
"CHEMBL1574";"PHENTERMINE";"DUROMINE|Ionamin|NSC-759163|PHENTERMINE|PHENTERMINE RESIN|PHENTERMINE RESIN 30|PHENTERMINE RESIN COMPLEX|Phentermine|QSIVA";"Small molecule";"4.0";"149.24";"31";"52";"1.97";"26.02";"1";"1";"0";"2";"Y";"0.68";"None";"10.25";"2.08";"-0.55";"1";"MOL";"0";"11";"1";"2";"0";"149.1204";"0.11";"BASE";"C10H15N";"CC(C)(N)Cc1ccccc1";"DHHVAGZRUROJKS-UHFFFAOYSA-N"
"CHEMBL4297528";"RISDIPLAM";"Evrysdi|RG-7916|RG7916|RISDIPLAM|RO-7034067|RO7034067";"Small molecule";"4.0";"401.47";"7";"59";"1.96";"79.83";"8";"1";"0";"2";"N";"0.55";"None";"8.70";"1.18";"-0.14";"4";"MOL";"0";"30";"8";"1";"0";"401.1964";"-1.31";"BASE";"C22H23N7O";"Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1";"ASKZRYGFUPSJPN-UHFFFAOYSA-N"
"CHEMBL15245";"YOHIMBINE";"YOHIMBINE|YOHIMBINUM|Yohimbine";"Small molecule";"4.0";"354.45";"176";"583";"2.65";"65.56";"4";"2";"0";"1";"N";"0.77";"None";"7.22";"2.10";"1.88";"2";"MOL";"0";"26";"5";"2";"0";"354.1943";"1.17";"NEUTRAL";"C21H26N2O3";"COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O";"BLGXFZZNTVWLAY-SCYLSFHTSA-N"
"CHEMBL1115";"PYRIDOSTIGMINE";"Mestinon|PYRIDOSTIGMINE|PYRIDOSTIGMINE CATION|PYRIDOSTIGMINE ION|Pyridostigmine|Regonol";"Small molecule";"4.0";"181.22";"31";"86";"0.57";"33.42";"2";"0";"0";"1";"Y";"0.59";"None";"None";"-3.47";"-3.47";"1";"MOL";"0";"13";"4";"0";"0";"181.0972";"-0.29";"NEUTRAL";"C9H13N2O2+";"CN(C)C(=O)Oc1ccc[n+](C)c1";"RVOLLAQWKVFTGE-UHFFFAOYSA-N"
"CHEMBL1256391";"PIRFENIDONE";"AMR-69|ESBRIET|NSC-748456|PIRESPA|PIRFENIDONE";"Small molecule";"4.0";"185.23";"40";"166";"2.15";"22.00";"2";"0";"0";"1";"Y";"0.67";"None";"None";"2.14";"2.14";"2";"MOL";"0";"14";"2";"0";"0";"185.0841";"-1.10";"NEUTRAL";"C12H11NO";"Cc1ccc(=O)n(-c2ccccc2)c1";"ISWRGOKTTBVCFA-UHFFFAOYSA-N"
"CHEMBL193482";"ESTRIOL";"16.ALPHA.,17.BETA.-ESTRIOL|16.ALPHA.-HYDROXYESTRADIOL|AACIFEMINE|COLPOGYN|ESTRIOL|ESTRIOL ACETATE BENZOATE|ESTRIOL PROPIONATE|ESTRIOL SUCCINATE|Estriol|GYNEST|INCURIN|NSC-12169|OESTRIOL|ORTHO-GYNEST|OVESTIN|TRIHYDROXYESTRIN|Theelol";"Small molecule";"4.0";"288.39";"149";"911";"2.58";"60.69";"3";"3";"0";"0";"N";"0.69";"10.33";"None";"2.67";"2.67";"1";"MOL";"0";"21";"3";"3";"0";"288.1725";"2.51";"NEUTRAL";"C18H24O3";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O";"PROQIPRRNZUXQM-ZXXIGWHRSA-N"
"CHEMBL1201286";"OXYPHENONIUM";"OXYPHENONIUM|OXYPHENONIUM CATION|OXYPHENONIUM ION|Oxyphenonium";"Small molecule";"4.0";"348.51";"4";"11";"3.48";"46.53";"3";"1";"0";"8";"N";"0.58";"11.53";"None";"-0.20";"-0.20";"1";"MOL";"0";"25";"4";"1";"0";"348.2533";"0.09";"NEUTRAL";"C21H34NO3+";"CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1";"GFRUPHOKLBPHTQ-UHFFFAOYSA-N"
"CHEMBL864";"CARBINOXAMINE";"CARBINOXAMINE|Carbinoxamine|Clistin|Palgic";"Small molecule";"4.0";"290.79";"13";"37";"3.40";"25.36";"3";"0";"0";"6";"N";"0.82";"None";"8.87";"3.27";"1.79";"2";"MOL";"0";"20";"3";"0";"0";"290.1186";"-1.33";"BASE";"C16H19ClN2O";"CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1";"OJFSXZCBGQGRNV-UHFFFAOYSA-N"
"CHEMBL4297588";"ODEVIXIBAT";"A-4250|A4250|AR-H064974|AZD-8294|AZD8294|BYLVAY|ODEVIXIBAT|ODEVIXIBAT SESQUIHYDRATE";"Small molecule";"4.0";"740.94";"";"";"5.88";"174.37";"9";"5";"2";"17";"N";"0.11";"3.40";"None";"6.28";"2.87";"3";"MOL";"0";"51";"12";"5";"3";"740.2914";"-0.59";"ACID";"C37H48N4O8S2";"CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1";"XULSCZPZVQIMFM-IPZQJPLYSA-N"
"CHEMBL3039507";"SOTAGLIFLOZIN";"LP-802034|LX-4211|LX4211|SAR-439954|SAR439954|SOTAGLIFLOZIN";"Small molecule";"4.0";"424.95";"7";"35";"3.17";"79.15";"6";"3";"0";"6";"N";"0.66";"12.47";"None";"3.73";"3.73";"2";"MOL";"0";"28";"5";"3";"0";"424.1111";"0.10";"NEUTRAL";"C21H25ClO5S";"CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1";"QKDRXGFQVGOQKS-CRSSMBPESA-N"
"CHEMBL942";"BISACODYL";"BIOLAX|BISACODYL|Bisacodyl|Correctol Tablets, Caplets|DULCODOS|Dulcolax|ENTROLAX|EVAC-Q-TABS|Feen-a-Mint Tablets|MODANE|NSC-755914|SK-Bisacodyl|Theralax";"Small molecule";"4.0";"361.40";"217";"629";"4.11";"65.49";"5";"0";"0";"5";"N";"0.51";"None";"4.08";"3.61";"3.61";"3";"MOL";"0";"27";"5";"0";"0";"361.1314";"-0.36";"NEUTRAL";"C22H19NO4";"CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1";"KHOITXIGCFIULA-UHFFFAOYSA-N"
"CHEMBL1623992";"PIPERIDOLATE";"1087-A.N.|JB-305|PIPERIDOLATE";"Small molecule";"4.0";"323.44";"1";"3";"3.85";"29.54";"3";"0";"0";"5";"N";"0.78";"None";"8.31";"4.27";"3.32";"2";"MOL";"0";"24";"3";"0";"0";"323.1885";"-0.56";"NEUTRAL";"C21H25NO2";"CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1";"KTHVBAZBLKXIHZ-UHFFFAOYSA-N"
"CHEMBL407";"FLUMAZENIL";"ANEXATE|FLUMAZENIL|FLUMAZEPIL|Flumazepil|LANEXAT|MAZICON|Mazicon|NSC-759193|RO 15-1788/000|RO-15-1788|RO-151788|RO-151788000|RO-1722|RO-41-8157|Romazicon";"Small molecule";"4.0";"303.29";"199";"704";"1.77";"64.43";"5";"0";"0";"2";"N";"0.79";"None";"2.87";"1.39";"1.39";"2";"MOL";"0";"22";"6";"0";"0";"303.1019";"-0.63";"NEUTRAL";"C15H14FN3O3";"CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2";"OFBIFZUFASYYRE-UHFFFAOYSA-N"
"CHEMBL1159717";"TULOBUTEROL";"ATENOS|BERACHIN|BRELOMAX|BREMAX|CHLIBAMOL|HOKUNALIN|LOBUTEROL|NSC-758643|RESPACAL|TULOBUTEROL|TULOBUTEROL HCL|TULOBUTEROL HYDROCHLORIDE";"Small molecule";"4.0";"227.74";"12";"27";"2.76";"32.26";"2";"2";"0";"3";"Y";"0.83";"13.90";"9.55";"2.56";"0.44";"1";"MOL";"0";"15";"2";"2";"0";"227.1077";"-0.66";"BASE";"C12H18ClNO";"CC(C)(C)NCC(O)c1ccccc1Cl";"YREYLAVBNPACJM-UHFFFAOYSA-N"
"CHEMBL2368861";"BUPRENORPHINE HYDROCHLORIDE";"ANORFIN|BELBUCA|BUPREDERM|BUPRENORPHINE HCL|BUPRENORPHINE HYDROCHLORIDE|BUPRENORPHINE HYDROCHLORIDE CIII|BUPREX|Buprenex|CL 112,302|CL-112302|ESPRANOR|FINIBRON|GABUP|LEPETAN|M-6029|NATZON|NIH 8805|NIH-8805|NOPAN|PREFIBIN|PROBUPHINE|RX 6029-M HCL|RX-6029-M HCL|SCH-028444|Subutex|UM 952|UM-952|VETERGESIC";"Small molecule";"4.0";"504.11";"5";"8";"4.41";"62.16";"5";"2";"0";"4";"N";"0.69";"10.42";"9.63";"3.55";"1.61";"1";"MOL";"0";"34";"5";"2";"0";"467.3036";"1.56";"BASE";"C29H42ClNO4";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl";"UAIXRPCCYXNJMQ-HPRIMLMLSA-N"
"CHEMBL95";"TACRINE";"TACRINAL|TACRINE|Tacrine";"Small molecule";"4.0";"198.27";"250";"3726";"2.70";"38.91";"2";"1";"0";"0";"Y";"0.71";"None";"8.95";"2.63";"1.25";"2";"MOL";"0";"15";"2";"2";"0";"198.1157";"-0.67";"BASE";"C13H14N2";"Nc1c2c(nc3ccccc13)CCCC2";"YLJREFDVOIBQDA-UHFFFAOYSA-N"
"CHEMBL1101";"BIPERIDEN";"AKINETON-|Akineton|BIPERIDEN|BIPERIDENUM|Biperiden|KL 373|NSC-759145";"Small molecule";"4.0";"311.47";"30";"78";"3.96";"23.47";"2";"1";"0";"5";"N";"0.83";"13.82";"9.30";"3.54";"1.64";"1";"MOL";"0";"23";"2";"1";"0";"311.2249";"-0.28";"BASE";"C21H29NO";"OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2";"YSXKPIUOCJLQIE-UHFFFAOYSA-N"
"CHEMBL24441";"BETAHISTINE";"BETAHISTINE";"Small molecule";"4.0";"136.20";"110";"485";"0.84";"24.92";"2";"1";"0";"3";"Y";"0.67";"None";"9.77";"0.63";"-1.68";"1";"MOL";"0";"10";"2";"1";"0";"136.1000";"-1.30";"BASE";"C8H12N2";"CNCCc1ccccn1";"UUQMNUMQCIQDMZ-UHFFFAOYSA-N"
"CHEMBL583";"GREPAFLOXACIN";"GREPAFLOXACIN|Grepafloxacin|Raxar";"Small molecule";"4.0";"359.40";"139";"383";"2.28";"74.57";"5";"2";"0";"3";"N";"0.88";"5.68";"8.77";"0.08";"0.08";"2";"MOL";"0";"26";"6";"2";"0";"359.1645";"-0.45";"ZWITTERION";"C19H22FN3O3";"Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1";"AIJTTZAVMXIJGM-UHFFFAOYSA-N"
"CHEMBL1199307";"DISTIGMINE";"DISTIGMINE|DISTIGMINE CATION|DISTIGMINE ION";"Small molecule";"4.0";"416.52";"1";"1";"2.46";"66.84";"4";"0";"0";"9";"N";"0.47";"None";"None";"-5.64";"-5.64";"2";"MOL";"0";"30";"8";"0";"0";"416.2413";"-0.17";"NEUTRAL";"C22H32N4O4+2";"CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1";"AHZBEVXBKNYXPU-UHFFFAOYSA-N"
"CHEMBL4297666";"OMIDENEPAG ISOPROPYL";"DE-117|OMIDENEPAG ISOPROPYL|Omlonti";"Small molecule";"4.0";"520.62";"6";"7";"3.42";"119.31";"9";"1";"1";"11";"N";"0.30";"None";"2.62";"2.67";"2.67";"4";"MOL";"0";"37";"10";"1";"1";"520.1893";"-2.22";"NEUTRAL";"C26H28N6O4S";"CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1";"VIQCWEGEHRBLAC-UHFFFAOYSA-N"
"CHEMBL605846";"OLODATEROL";"BI 1744|OLODATEROL|STRIVERDI RESPIMAT";"Small molecule";"4.0";"386.45";"10";"23";"2.38";"100.05";"6";"4";"0";"7";"N";"0.58";"9.22";"9.84";"1.19";"-0.18";"2";"MOL";"0";"28";"7";"4";"0";"386.1842";"0.15";"BASE";"C21H26N2O5";"COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1";"COUYJEVMBVSIHV-SFHVURJKSA-N"
"CHEMBL928";"DANTROLENE SODIUM";"DANTAMACRIN|DANTROLEN|DANTROLENE SODIUM|DANTROLENE SODIUM HEPTAHYDRATE|DANTROLENE SODIUM HYDRATE|DANTROLENE SODIUM SALT HEMIHEPTAHYDRATE|Dantrium|F-440|NSC-758403|REVONTO|RYANODEX";"Small molecule";"4.0";"336.24";"29";"54";"1.74";"118.05";"6";"1";"0";"4";"N";"0.40";"8.23";"None";"1.26";"1.20";"2";"MOL";"0";"23";"9";"1";"0";"314.0651";"-1.25";"NEUTRAL";"C14H9N4NaO5";"O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+]";"KSRLIXGNPXAZHD-HAZZGOGXSA-M"
"CHEMBL1201325";"HEXOCYCLIUM";"HEXOCYCLIUM|HEXOCYCLIUM CATION|HEXOCYCLIUM ION|Hexocyclium";"Small molecule";"4.0";"317.50";"2";"3";"2.85";"23.47";"2";"1";"0";"4";"N";"0.86";"13.51";"4.95";"-0.99";"-0.99";"1";"MOL";"0";"23";"3";"1";"0";"317.2587";"-0.09";"NEUTRAL";"C20H33N2O+";"C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1";"ZRYHPQCHHOKSMD-UHFFFAOYSA-N"
"CHEMBL620";"CLIDINIUM";"CLIDINIUM CATION|CLIDINIUM ION|Clidinium";"Small molecule";"4.0";"352.45";"2";"6";"2.70";"46.53";"3";"1";"0";"4";"N";"0.68";"11.05";"None";"-1.08";"-1.08";"2";"MOL";"0";"26";"4";"1";"0";"352.1907";"0.40";"NEUTRAL";"C22H26NO3+";"C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2";"HOOSGZJRQIVJSZ-UHFFFAOYSA-N"
"CHEMBL360328";"LORCASERIN";"LORCASERIN";"Small molecule";"4.0";"195.69";"11";"164";"2.59";"12.03";"1";"1";"0";"0";"Y";"0.67";"None";"10.12";"2.83";"0.22";"1";"MOL";"0";"13";"1";"1";"0";"195.0815";"-0.33";"BASE";"C11H14ClN";"C[C@H]1CNCCc2ccc(Cl)cc21";"XTTZERNUQAFMOF-QMMMGPOBSA-N"
"CHEMBL1201798";"SEVELAMER";"RENAGEL|RENVELA|SEVELAMER|SEVELAMER ANHYDROUS";"Small molecule";"4.0";"149.62";"4";"20";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"149.0607";"None";"None";"C6H12ClNO";"C=CCN.ClCC1CO1";"ZNSIZMQNQCNRBW-UHFFFAOYSA-N"
"CHEMBL444633";"RIFABUTIN";"ANSAMYCIN|LM 427|LM-427|MYCOBUTIN|Mycobutin|RIFABUTIN";"Small molecule";"4.0";"847.02";"135";"1098";"4.62";"205.55";"14";"5";"2";"4";"N";"0.26";"6.88";"7.87";"3.88";"3.94";"1";"MOL";"0";"61";"15";"5";"2";"846.4415";"1.73";"NEUTRAL";"C46H62N4O11";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O";"ATEBXHFBFRCZMA-VXTBVIBXSA-N"
"CHEMBL1201232";"ISOPROPAMIDE";"ISOPROPAMIDE|ISOPROPAMIDE CATION|ISOPROPAMIDE ION|Isopropamide";"Small molecule";"4.0";"353.53";"15";"42";"4.11";"43.09";"1";"1";"0";"8";"N";"0.71";"None";"None";"0.14";"0.14";"2";"MOL";"0";"26";"3";"2";"0";"353.2587";"0.14";"NEUTRAL";"C23H33N2O+";"CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C";"JTPUMZTWMWIVPA-UHFFFAOYSA-O"
"CHEMBL1123";"DICYCLOMINE";"Bentyl|DICYCLOMINE|DICYCLOVERINE|DICYMINE|Dicyclomine|KOLANTYL";"Small molecule";"4.0";"309.49";"130";"634";"4.40";"29.54";"3";"0";"0";"7";"N";"0.65";"None";"8.96";"4.93";"3.36";"0";"MOL";"0";"22";"3";"0";"0";"309.2668";"0.23";"BASE";"C19H35NO2";"CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1";"CURUTKGFNZGFSE-UHFFFAOYSA-N"
"CHEMBL1353";"SODIUM BICARBONATE";"B1654|BAKING SODA|BICARBONATE OF SODA|Baking Soda|CARBONIC ACID MONOSODIUM SALT|CARBONIC ACID SODIUM SALT (1:1)|E-500(II)|E500|GENITRON TP-BCH 51051|HYDROCEROL ESC 5671|INS NO.500(II)|INS-500(II)|Monosodium Carbonate|NABIC|NATRII HYDROGENOCARBONAS|NATRUM BICARBONICUM|NSC-134031|NURSE HARVEYS|Neut|S-BICARB|S-BICARB SF|SODIBIC|SODIUM ACID CARBONATE|SODIUM BICARBONATE|SODIUM BICARBONATE ANHYDROUS|Soda Mint|Sodium Bicarbonate|THAMICARB";"Small molecule";"4.0";"84.01";"21";"165";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"83.9823";"None";"None";"CHNaO3";"O=C([O-])O.[Na+]";"UIIMBOGNXHQVGW-UHFFFAOYSA-M"
"CHEMBL86304";"MOCLOBEMIDE";"AURORIX|GNF-PF-695|MANERIX|MOCLOBEMIDE|RO 11-1163/000|RO-111163000";"Small molecule";"4.0";"268.74";"156";"902";"1.40";"41.57";"3";"1";"0";"4";"N";"0.90";"None";"6.02";"1.45";"1.43";"1";"MOL";"0";"18";"4";"1";"0";"268.0979";"-2.06";"NEUTRAL";"C13H17ClN2O2";"O=C(NCCN1CCOCC1)c1ccc(Cl)cc1";"YHXISWVBGDMDLQ-UHFFFAOYSA-N"
